milhas_por_ano,ano_do_modelo,preco,vendido
18890,2003,77793.8,no
13114,2002,103610.55,no
16434,1998,95213.27,no
12953,2000,26866.1,yes
17284,2001,58283.65,yes
10212,2005,67754.13,yes
8531,2012,96162.39,no
7694,1999,98845.8,yes
20241,2005,103041.35,yes
14743,2000,74190.92,no
21085,2000,61670.14,no
7663,2008,31094.42,yes
15235,2004,105690.47,no
8325,2005,71266.85,yes
17616,1999,27159.12,yes
15430,2011,44794.08,yes
7734,2006,52592.62,no
9744,2003,54538.76,yes
12528,2000,86268.82,yes
18394,2011,102214.47,yes
4417,2009,66785.87,yes
16819,2002,36749.95,yes
24241,1999,50304.36,no
15617,2010,105681.58,no
16912,1998,93204.68,no
13742,1998,50979.69,no
19781,2001,78095.4,no
16244,1999,62474.09,no
10405,2004,20325.43,yes
13022,2015,55515.55,yes
6998,2006,27955.06,yes
11477,2001,84824.24,yes
17656,2003,77937.01,no
20039,2002,87932.13,no
26200,2000,25011.77,yes
12968,2002,49393.4,yes
22519,1999,83100.27,no
10704,1998,6468.33,yes
15052,2001,11612.4,yes
14351,2005,84843.49,no
19398,2003,91721.9,no
6734,2007,43795.08,no
14073,2006,35193.52,yes
12367,1999,56835.62,yes
8882,2002,77940.94,no
18285,2005,54632.11,yes
15634,2002,60819.4,no
28272,2004,66034.7,no
25064,1999,49402.83,no
8068,2010,37041.4,yes
12893,2002,80390.07,yes
17194,2005,45658.16,yes
14473,2001,107442.61,yes
22153,2012,76855.77,no
12840,1998,92304.58,no
21647,2015,60473.63,no
11974,2011,109702.38,yes
16285,1998,108765.26,yes
8494,2003,50488.71,yes
11453,2013,71585.1,no
17849,2005,56431.43,yes
14225,2001,15053.68,yes
19185,2008,89198.68,no
7692,1999,85214.97,no
16664,1999,55867.47,yes
21281,2001,38881.76,yes
15774,2007,58618.77,yes
20285,2000,79645.34,no
18723,2003,70131.25,no
10348,2001,82858.58,yes
5779,2010,83182.14,no
9070,2004,39021.93,yes
12714,2005,88508.97,no
19299,2001,20275.42,yes
17252,2005,103655.07,yes
10533,2001,70385.32,no
16031,2014,91943.27,no
12419,1999,97537.54,yes
14281,2001,16463.47,yes
20111,2003,80662.89,no
6797,2001,111964.55,yes
10580,2012,69923.54,yes
20501,2003,76861.01,no
9744,2006,101959.21,yes
16886,2003,92543.29,no
15454,1999,83473.61,no
12887,2000,89471.55,no
8568,2002,75112.66,no
10493,2010,38362.54,yes
9185,1999,17405.78,yes
13044,2007,83277.3,yes
13716,2006,54299.52,yes
11810,2006,59528.79,yes
11020,2010,91354.45,no
7725,2014,61507.04,yes
6703,2005,65008.48,yes
8160,1999,96280.73,no
13003,2011,91129.3,yes
14359,1998,54778.8,yes
15689,2001,57142.66,yes
13525,1998,53942.86,yes
19175,2013,62446.96,no
19829,2005,45144.53,no
16419,2004,49862.98,yes
8434,2009,99426.38,no
11033,1998,51573.85,yes
6920,2010,109887.73,yes
19116,2008,98810.74,no
20041,2002,81182.36,no
9221,2010,73701.71,no
12887,2002,96430.88,no
10205,1998,47308.84,yes
10575,2008,102590.22,yes
8548,2006,93109.02,yes
10453,2016,83548.72,no
8264,2001,93853.31,no
23540,2005,93252.22,no
15586,2008,23900.11,yes
19342,2002,29886.44,yes
10519,2004,62523.74,yes
24756,1999,23295.97,yes
16094,2001,11564.05,yes
19820,2014,61240.83,no
20771,2000,30022.7,yes
13521,2004,38211.68,yes
6546,1998,74784.54,yes
19247,2009,77942.15,no
13879,2015,79509.41,no
9414,2000,15625.85,yes
15365,2001,98524.92,no
21917,1999,35031.65,yes
13127,2004,36700.87,yes
13015,2001,80358.64,yes
7456,2007,111492.06,no
18421,1999,81737.39,no
6901,2003,48019.15,yes
20648,2006,101433.89,yes
23858,2004,34727.23,yes
14545,2012,48039.84,yes
19747,2008,52176.1,yes
8522,2008,100558.82,yes
9001,2004,77380.23,no
20797,2005,90327.55,no
18680,2002,102088.28,yes
10800,2002,90861.06,yes
10515,2001,32611.41,yes
16414,1998,76406.67,no
17376,1999,60510.77,no
10615,2000,18436.74,yes
12500,1998,27796.72,yes
19526,2003,74532.31,no
6918,2001,46222.01,yes
12462,2010,94032.06,no
12993,1999,33230.63,yes
12767,2014,68863.32,yes
21734,1999,60218.26,yes
6680,1999,25729.79,yes
7041,2015,87090.31,no
15676,2004,109497.05,yes
11920,2002,71926.29,no
15315,1998,82821.32,no
10465,2006,77477.47,yes
9766,2015,58911.31,yes
16968,2006,87037.83,no
21601,2009,95692.02,no
8387,1998,67749.59,no
11554,2009,98618.41,no
20007,2002,70723.31,no
24986,2003,71024.29,no
13748,2005,98176.6,no
7757,1998,41941.81,yes
13869,2017,66648.94,no
16170,2004,77796.57,no
16168,2000,52874.84,yes
20232,1998,23722.51,yes
11227,2003,83117.55,yes
13791,1998,42806.87,yes
5905,2003,21351.97,yes
8295,2009,57005.29,yes
19279,2004,102436.44,no
11507,1998,54667.65,no
17533,2008,51852.46,yes
21814,2002,14207.79,yes
7799,2002,71125.79,no
12903,2012,65543.06,yes
9776,2002,61141.06,no
16999,2000,58062.42,yes
19821,2005,63163.86,no
12109,2006,95976.28,yes
14505,1999,63258.5,no
4974,1998,52597.8,yes
22646,2000,11026.81,yes
7807,2009,79016.18,no
14592,2005,26075.87,yes
24437,2006,45608.5,yes
13668,2005,24410.5,yes
17979,1998,36613.11,yes
21432,2004,55543.87,yes
7592,2002,43178.28,no
25676,2002,56149.98,yes
6569,2000,74283.74,no
11817,2003,52538.41,yes
5559,2002,58503.4,yes
7701,2004,37167.26,yes
9076,2008,68817.65,no
15599,2010,52450.42,yes
10060,2005,92326.55,no
10884,2008,91836.46,no
16018,2009,71910.43,yes
11217,2012,62645.76,no
13888,2000,34984.07,yes
14523,2002,37197.33,yes
8324,2001,75974.67,no
13934,2003,56317.17,yes
14204,2002,98914.74,no
10400,2006,55228.91,yes
12193,2002,70520.39,yes
9348,2008,67901.58,no
15514,1998,21280.49,yes
10624,2000,24832.65,yes
11888,2012,59902.41,yes
10481,1999,110101.05,yes
4290,2007,79458.63,no
24385,1998,72483.65,no
13315,2000,42267.1,yes
12252,2002,81931.2,no
13937,2008,30050.98,yes
9170,2011,94049.27,no
11876,2007,82336.21,yes
29683,2005,80496.08,no
13656,2000,99817.63,no
9019,2005,83646.63,yes
12413,2004,73689.73,yes
7362,2002,18230.11,yes
21424,2015,85734.51,no
10451,2001,64407.0,no
9692,2005,61515.63,no
27946,2014,108000.43,yes
13238,2004,71955.11,yes
12334,1998,39482.84,yes
13009,2000,59216.64,yes
9851,1998,43821.77,yes
13646,2001,41732.94,yes
8575,2000,94629.34,no
12175,2000,40149.86,yes
10704,2007,93504.38,yes
13484,2007,40311.82,no
24043,2003,45647.53,yes
11857,2009,59044.8,yes
15330,1998,31164.47,yes
19378,2005,44342.75,yes
13164,2000,100587.47,yes
21374,2008,64857.14,no
12243,2009,40003.8,yes
14555,2009,33405.66,yes
14900,2001,99555.39,no
9152,2001,25069.9,yes
10408,2013,52685.72,yes
13486,2005,109722.11,yes
6056,2005,106160.66,no
17089,2001,17381.55,yes
13208,2006,35844.53,yes
16008,1998,72478.5,no
11230,2008,92265.06,yes
13475,2000,91765.56,no
17546,1998,15102.37,yes
15874,1999,63111.1,no
27282,2011,52310.49,yes
20038,2013,53633.21,yes
7835,2008,94250.61,no
11426,2004,49677.73,yes
9910,1999,22312.07,yes
20007,2005,102419.6,yes
12787,1998,66450.33,yes
12981,1999,30078.77,yes
10911,2001,38298.19,yes
21642,2004,22995.49,yes
9318,1998,27388.02,yes
11751,2008,31662.03,yes
19282,1998,36234.88,yes
10306,1999,96435.98,yes
9664,2000,60755.9,no
14026,2006,28410.92,yes
15833,1998,86946.0,no
20516,1998,70651.88,no
11754,2007,54765.57,yes
12086,2011,65605.45,no
15702,2000,67311.7,yes
12325,2002,49834.43,no
16780,2005,71195.67,no
20593,2007,41700.61,no
11359,2003,63503.6,yes
10059,2006,63003.03,yes
14216,2008,56180.62,yes
16294,2011,69242.85,no
10143,2008,58392.0,no
18508,2004,50343.63,yes
17729,1999,31823.73,yes
12115,2011,99103.58,yes
21940,2000,42150.71,yes
9819,2005,44566.21,yes
19625,2002,92551.94,no
8985,2011,101666.33,no
10232,2001,68208.14,no
8832,1998,79157.96,no
25880,2002,46081.3,yes
14095,1998,78168.96,yes
13398,2007,77306.03,no
16870,2008,47817.11,yes
10533,2000,20792.2,yes
12366,2011,52640.43,yes
23248,1999,106743.67,no
12366,1999,94042.17,no
11670,2005,23093.87,yes
10018,2006,81415.99,no
14599,2007,104154.33,yes
16602,1998,28306.99,yes
17216,2001,59209.58,yes
17071,2003,108021.69,no
6139,2007,91497.96,yes
7917,2010,85979.5,no
30130,1998,94402.97,no
22158,2001,46565.24,yes
14770,2000,92897.36,no
18684,2005,98042.09,no
12263,2004,95461.13,yes
20223,2011,60230.8,no
16195,2000,46299.08,yes
14327,2001,15804.47,yes
16979,2008,33558.74,yes
7202,1998,60463.2,yes
9903,2002,54251.45,yes
18899,2009,85859.16,no
9033,2009,41785.43,yes
13022,2012,69246.12,yes
11424,2008,32773.82,yes
13217,2003,70207.11,yes
18495,1999,43259.44,yes
17116,2004,68700.6,no
9439,2000,71937.67,yes
11898,2005,77302.25,no
14028,1998,17247.18,yes
13867,2002,56782.02,yes
7370,2001,37861.44,yes
17103,2010,37098.07,yes
12823,2002,87001.83,no
17571,2002,42874.63,yes
14583,2005,62894.79,no
8021,2002,98566.7,yes
19441,2007,104619.49,no
12337,2012,77020.81,yes
14653,2008,42090.21,yes
19793,2001,54176.2,no
15819,2000,97794.8,yes
19000,2000,108295.76,yes
11476,1998,93444.56,yes
10396,2001,27789.95,yes
13354,1998,68332.45,yes
13548,2001,83012.99,yes
9998,2011,47241.59,yes
12491,2007,41676.0,yes
12519,2003,49084.71,yes
13186,2001,64465.44,no
7289,2004,34951.8,yes
15854,2004,10891.85,yes
11994,2006,98502.11,yes
20593,2008,52171.5,yes
13679,2000,91751.57,yes
21055,2002,65238.76,no
5598,2000,97757.32,no
9755,2002,79660.6,yes
13310,2012,63691.59,yes
12205,2007,52771.56,yes
12267,2003,89060.24,yes
11136,2004,76149.23,yes
13697,2015,104231.33,yes
24761,2001,73988.94,no
20357,1999,53351.08,yes
12767,2003,34854.69,yes
20127,2011,108964.33,yes
16298,2006,35196.0,yes
13685,1999,77024.82,no
18075,2011,49682.36,yes
16865,2008,66506.65,no
12487,2008,74163.51,no
22570,2007,49375.26,yes
15664,2003,62793.28,no
10503,2005,37276.24,yes
9611,2006,49174.32,yes
18389,2001,23052.07,yes
14475,2011,30194.45,yes
9857,2002,94945.21,yes
8698,2002,46233.56,yes
13056,2005,99381.45,no
9899,2002,63521.2,yes
20991,2003,89543.2,no
13394,2007,105949.77,yes
27182,2017,87247.96,no
17650,2000,35715.43,yes
13363,2014,104676.44,yes
15253,2004,39171.9,yes
14685,2003,67356.05,yes
11525,2003,48178.83,yes
18105,1998,22228.46,yes
24987,2002,35178.45,yes
9953,2000,86775.26,no
10878,2003,49775.38,yes
16036,2010,93938.82,no
10141,1998,55449.03,no
16099,2000,42481.06,yes
12277,2006,62211.95,no
14708,2004,35560.21,yes
12021,2001,44834.55,yes
13896,2005,67548.67,no
11181,2008,45665.02,yes
16280,2008,42919.11,yes
17803,2000,26043.92,yes
9855,2007,64605.87,yes
6826,2000,93816.86,yes
15689,2008,87763.3,no
12004,2004,91736.53,no
14479,2008,66464.41,yes
11417,2000,90007.25,no
9814,2001,38869.12,yes
17867,2003,77548.91,no
10622,2011,81017.73,no
6421,2003,31660.39,yes
9763,2003,86113.03,yes
14613,2002,26935.08,yes
16125,1998,48352.95,no
14234,2007,97532.98,yes
10715,2002,10000.44,yes
30572,2000,25492.0,yes
19790,2014,102022.19,no
9661,1998,86751.12,no
15754,2007,57915.65,yes
9090,2012,106842.13,yes
15047,2002,19726.83,yes
8930,2002,72173.2,no
19765,2011,83013.97,no
5358,2010,37158.94,yes
13386,1999,24897.08,yes
10825,2002,75868.0,yes
12914,2008,36834.17,yes
9784,2013,91226.63,no
31870,2002,81098.35,no
18623,2004,87118.66,no
10383,2005,32078.07,yes
13162,1999,70287.19,yes
21015,2005,77981.66,no
20529,2001,75315.05,no
18741,2016,91394.44,no
9084,2001,68197.16,no
20956,2006,68943.39,no
14455,2010,35015.25,yes
10462,2006,61645.21,no
8464,2001,106963.85,yes
11178,2004,56257.43,yes
18435,2001,83304.17,no
10470,2008,67952.69,no
23179,1998,24222.03,yes
10768,2015,69134.09,no
10334,2006,80873.69,no
16904,2009,64793.81,no
16693,2001,88354.0,no
9540,2012,82225.89,no
8564,2004,66059.51,no
11929,1999,22826.76,yes
18530,2003,45138.48,yes
7750,1998,27412.47,yes
11967,2002,48725.02,yes
23355,1999,67792.16,no
23973,1998,46827.55,yes
17733,2000,93262.17,no
15089,1998,81858.67,no
20715,2011,59267.54,yes
16230,2012,116210.71,yes
8852,2000,51863.7,yes
17411,2002,45247.75,yes
12299,2000,52649.03,yes
10394,2001,25053.03,yes
11220,2011,68411.14,no
18497,1999,34687.79,yes
10869,2008,74758.15,no
8474,2001,90845.06,yes
9746,1998,38647.16,yes
9742,2010,65918.74,yes
12690,2010,84671.09,yes
22973,2001,59578.75,yes
15390,2013,60010.03,no
18202,2013,83443.11,no
20052,2007,89469.69,no
19310,2008,90014.74,no
10596,1998,49120.38,yes
9160,2001,83022.67,yes
22766,2009,33509.54,yes
9591,2008,72893.46,yes
13644,1998,43288.46,yes
16369,1998,67757.38,no
20978,2006,54980.62,yes
15384,2000,23983.34,yes
18833,2013,70453.02,no
17577,2000,13338.2,yes
11597,1998,48661.0,yes
10973,1998,101532.58,yes
8215,1999,95403.39,yes
12228,2005,43197.96,yes
16534,1999,91375.72,no
17412,2001,86367.76,no
11113,2006,94863.23,no
12115,2001,23735.52,yes
27047,1998,52015.02,no
12234,1999,104156.53,yes
15780,2001,88979.88,no
12026,1998,50074.14,yes
20358,1998,50742.1,no
9440,2003,90148.69,yes
13237,1999,21600.98,yes
12530,2002,76442.43,yes
14685,2008,54565.6,no
15666,2007,47337.76,no
16531,2000,66585.5,yes
11620,1999,93222.97,yes
17444,2006,86345.8,no
11400,2002,43509.69,yes
11866,1999,41268.07,no
17526,2003,26269.79,yes
11818,2005,84302.58,no
12691,2005,50101.8,yes
16379,1998,9353.32,yes
6893,2009,71222.14,no
33046,2004,32317.43,yes
8610,2010,74276.87,no
9258,2010,89366.83,yes
15463,2000,29001.23,yes
15309,2000,57035.55,yes
7003,2005,89173.5,no
9906,2010,62473.97,yes
8272,2002,81956.85,yes
12833,1999,46086.14,yes
16846,2003,43893.65,yes
7954,1998,27744.34,yes
16250,2000,62149.75,no
15914,2000,66079.3,no
14407,2007,89945.81,no
9409,2003,69128.91,yes
15889,2001,42018.68,yes
8945,2003,65321.91,no
32090,2000,76131.04,yes
11384,2007,84050.01,no
17850,1999,42666.26,yes
20714,2000,25104.69,yes
16270,2012,91717.22,no
17940,1998,31380.96,yes
14126,1998,69751.73,yes
17821,2003,42421.27,yes
10601,1999,76547.04,yes
11896,1998,59477.15,yes
12432,1998,41159.72,yes
11752,2009,37291.24,yes
11715,2008,79884.95,no
19546,2013,82416.29,no
30600,2006,99958.32,no
11330,1999,65355.01,yes
17299,2012,92234.02,no
13850,2007,26868.46,yes
14378,2016,76442.96,no
13228,2007,43705.05,yes
12523,1999,64898.92,yes
11041,2004,83770.84,yes
20468,2012,104850.88,no
15691,1999,56698.26,yes
22842,1998,28955.39,yes
8713,2005,30541.2,yes
10968,2005,59316.98,yes
20097,2012,83926.72,no
15161,2005,78144.33,no
5094,2017,58294.08,yes
15256,1998,37741.81,yes
14480,2003,57101.08,yes
11450,2003,79690.34,yes
17887,2008,50535.2,no
18452,2005,31390.18,yes
11914,1999,36387.28,yes
13220,2000,93606.34,yes
19983,2001,8853.05,yes
10540,1998,35546.81,yes
25672,1999,46598.59,yes
15922,2006,100974.45,yes
14903,2008,79198.99,no
11529,1999,19561.66,yes
9540,2004,107756.38,yes
9853,2004,67787.6,no
10694,2011,64171.42,no
13089,2010,62962.54,yes
4400,2000,25718.98,yes
14908,2007,61122.51,yes
10902,1999,44408.42,yes
9752,2004,95190.96,no
16531,2008,39737.98,yes
23980,2003,90128.08,no
17782,2001,73687.07,no
25517,2001,30933.88,yes
5862,2000,98033.64,yes
16813,2001,93682.67,no
13793,2008,72601.75,yes
15142,2015,89617.42,no
16641,2009,65476.51,no
9875,2006,78558.45,no
17927,2009,89875.74,no
23391,2011,87302.72,no
11110,2003,41751.89,yes
14090,2014,37019.05,yes
12691,2006,39267.97,yes
17833,2000,73674.54,no
14895,2003,106779.75,no
17157,2009,89193.63,no
11343,2011,67946.28,no
17738,2001,35168.93,yes
8324,1998,50628.03,yes
12998,2006,73816.0,yes
19148,2013,47980.36,no
6294,2010,82564.53,yes
10410,2002,94847.15,yes
11891,2011,75040.01,no
15080,1998,79122.84,no
11038,2013,93955.53,no
9815,2013,118929.72,no
11509,2002,90210.53,yes
11828,2004,115756.99,yes
12273,2001,102122.58,no
15439,2006,91543.66,no
15556,2006,50083.47,yes
10631,2001,73809.98,no
11424,2000,27598.09,yes
15903,2004,66612.71,no
15847,2000,98147.0,no
21820,2001,70630.44,no
10444,2005,65518.56,no
8954,2001,49870.45,yes
12364,2000,33217.44,yes
11976,2007,100716.13,no
13296,2003,95280.22,no
19375,2005,77031.56,no
16901,2006,30563.08,yes
12808,2003,93484.11,no
10211,2002,28975.97,yes
19578,2007,48588.31,yes
15277,2000,28873.83,yes
8577,1998,29603.59,yes
11896,2002,50864.13,yes
18898,2001,81873.42,no
9477,2005,51785.14,yes
19418,2008,82067.01,no
8920,2003,50587.73,yes
7452,1998,33661.26,yes
11343,1998,15319.97,yes
9438,2007,82642.18,yes
6962,2002,63943.31,no
14200,1999,59611.42,yes
14489,1998,89115.67,yes
10095,2004,90788.58,yes
21732,2002,37043.52,yes
12370,2000,67125.55,yes
16501,2006,98621.55,no
10116,2011,104294.57,no
8967,2012,72604.16,yes
12357,2001,66976.15,no
20907,2002,52719.09,yes
12877,2009,76779.71,yes
17184,2006,28785.16,yes
9055,2009,68969.5,yes
19748,2000,19247.58,yes
19636,2003,21952.46,yes
10678,2016,114033.21,yes
7452,1999,42775.72,yes
14162,2010,76974.39,yes
11491,2008,47978.72,yes
8008,2005,58359.09,yes
13244,2002,82202.7,no
12482,1998,66775.54,no
15045,1999,88769.82,no
7062,2001,35732.52,yes
11136,2002,95744.02,no
9508,2000,50949.03,yes
14246,1999,75752.6,yes
16265,2005,80383.01,no
16424,1999,53129.13,yes
11361,2009,96991.27,no
14426,2012,79007.41,no
23921,2003,51389.94,yes
17187,1999,6487.69,yes
10650,2013,37251.7,yes
9298,2003,34615.21,yes
12601,1998,81241.55,no
11065,2013,77354.01,no
13134,2002,30779.19,yes
9235,2015,61856.8,yes
13403,2006,79024.34,no
16189,2015,78276.97,no
13548,2001,40006.8,yes
6677,2003,74733.45,yes
14923,2004,36731.6,yes
22144,1998,29443.0,yes
29175,2004,88029.63,no
11502,2013,58454.78,yes
20103,2002,53759.26,yes
15669,2004,106547.51,yes
8758,2006,94206.91,yes
13547,2000,76154.95,yes
16702,1999,12743.53,yes
19349,2014,74606.2,no
11601,1998,47764.99,yes
12622,2013,89084.82,yes
17155,2003,109488.35,yes
12822,2006,88156.67,no
24105,2004,40125.7,yes
11135,2005,111343.03,no
6654,1999,113899.61,yes
13439,2008,80004.25,yes
11089,1999,50129.74,yes
17799,2000,86614.43,no
13682,2003,87789.27,yes
11677,2004,88504.53,yes
7829,2009,62997.04,no
11724,2004,38770.27,yes
13489,2010,90850.63,yes
18949,2002,73665.75,no
13217,2011,39064.49,yes
12811,2003,34890.17,yes
6213,1998,64762.58,yes
10595,2000,80630.07,yes
13777,1998,60363.85,no
20594,2000,77784.26,no
12439,2001,33809.98,yes
11759,2000,48681.98,yes
17211,2006,24036.67,yes
11321,2009,41911.21,yes
8766,2004,90663.59,no
7440,2016,94469.15,yes
7430,2001,60866.18,no
10443,2005,99540.55,yes
17712,2004,49212.89,no
9302,1999,70247.17,yes
21144,2001,95666.1,no
23729,1999,55312.4,yes
10712,2013,85672.16,yes
15341,1999,85503.63,no
15172,2000,104970.73,no
18465,2000,38911.5,yes
14165,2003,30941.53,yes
8418,1998,21719.5,yes
8729,2001,70601.13,yes
10368,2001,27736.63,yes
12263,1998,102726.85,no
18709,1999,85202.49,no
12446,2003,55669.54,yes
13983,2006,43858.92,yes
13050,2004,83074.58,yes
6424,2007,47606.92,yes
16109,2002,83100.6,no
10852,1998,47913.33,yes
16887,2000,59306.93,yes
17682,2006,80332.34,no
14238,2007,105113.45,no
20298,2001,11745.93,yes
15132,2004,84472.01,no
10372,1998,105435.67,yes
6308,2002,99011.39,no
15555,1999,32450.45,yes
13428,2001,59099.98,yes
19388,1999,93555.61,no
18555,1998,70390.09,no
10285,2005,58575.21,yes
11297,2004,54467.92,yes
14332,1999,95343.95,yes
11451,2001,111982.15,yes
23196,2005,68626.21,no
16192,2000,78393.56,no
21381,2000,67063.22,no
8791,2003,86411.94,yes
18724,2002,85490.62,no
10498,2006,61313.82,yes
23011,1999,69608.68,no
15383,2005,32347.92,yes
18992,2000,46169.38,yes
11220,2014,80645.28,yes
18509,2001,18627.22,yes
13721,2001,60332.96,no
15780,2007,84838.43,no
12126,1998,78281.97,yes
9398,1998,46089.56,yes
10422,2008,46379.47,yes
9587,2005,36762.11,yes
7635,2009,65631.66,no
15401,2009,33714.54,yes
10706,2006,63636.99,no
19151,2011,40410.12,yes
7554,1998,9595.35,yes
16680,1999,66900.85,no
13888,2005,49923.81,no
9771,1998,28991.5,yes
8161,2007,73908.79,no
10597,1999,95893.65,no
10643,2011,76187.99,no
10726,2004,82209.25,no
20071,2001,74125.7,no
16744,2010,54723.96,yes
17786,2009,50156.51,yes
23594,2004,67992.29,no
8367,1999,73372.02,yes
5547,2009,51312.72,yes
17416,2003,69114.17,no
23039,2005,61034.74,no
14564,2004,28396.93,yes
12423,2010,65757.44,no
16053,2003,33438.72,yes
19294,2016,70087.82,no
21175,1998,83020.99,no
31226,1998,49259.08,yes
21750,2005,105294.29,no
6739,1999,48261.96,yes
14929,2001,34520.84,yes
21968,2006,48109.83,yes
14320,2004,110098.03,yes
17452,2000,78779.5,no
10230,2002,33657.2,yes
14605,2001,53881.99,no
23956,2010,115764.11,yes
5389,2006,32612.91,yes
15408,2005,101109.4,yes
6785,2002,20991.94,yes
15619,2009,31590.46,yes
8681,2012,88707.63,yes
13422,2010,103850.21,yes
17704,2006,68944.47,no
8374,2004,86348.34,no
12692,2005,37130.46,yes
6301,2011,45652.49,yes
10525,2009,70992.17,no
14300,2001,63088.93,no
15781,1999,90665.04,no
11813,2003,92542.64,no
11453,2011,79329.29,yes
18079,2003,56766.74,yes
13745,2009,107761.01,yes
13782,2012,75641.56,yes
9136,2009,111770.22,no
15815,2013,53681.36,no
12832,2002,75907.95,no
14588,2002,48109.54,yes
15196,2006,84977.1,no
8049,2000,49664.56,yes
8021,2004,56620.17,yes
9088,1998,57865.43,no
13154,2003,52541.42,yes
18547,2014,114542.19,yes
19949,2007,63964.47,no
20440,2010,98901.34,no
15205,2009,56145.24,yes
12954,2001,42588.72,yes
11434,2000,58547.22,yes
9601,2006,41736.59,yes
22138,2001,82351.69,no
22093,1999,40224.57,yes
26756,2011,63072.06,no
13985,2003,104218.96,yes
14650,2005,92573.5,no
15915,2001,96528.71,no
10750,2008,94675.4,no
9849,2005,75682.77,no
20749,1999,81819.66,no
11593,2004,73728.18,no
8275,2010,45846.74,yes
23823,1998,35466.63,yes
16164,1998,101008.95,no
14131,2006,83239.76,yes
3373,2000,58839.78,no
7140,2007,37842.21,yes
14736,2003,102552.38,no
18751,2006,82343.47,no
9773,2009,51722.37,yes
15277,2002,103093.68,yes
16824,2011,99771.98,no
6797,1998,78824.15,yes
18419,2007,63508.97,no
17623,1998,56623.13,no
13505,2000,61259.03,no
15572,2000,41279.5,yes
8922,2005,37139.98,yes
9520,2010,105314.86,yes
22892,1999,38818.42,yes
13901,2003,92132.63,no
14930,2003,75199.76,yes
11078,2014,98058.7,yes
10642,2008,24709.14,yes
20616,1999,42941.66,yes
10441,2006,27310.88,yes
14304,1998,26009.19,yes
9367,2011,100500.03,no
12939,2003,47541.53,yes
11128,2002,43236.43,no
12344,2000,41817.92,yes
12160,1999,81712.13,no
11196,1998,58489.91,yes
6910,2007,82988.39,yes
13199,2004,34854.41,yes
13673,2001,31177.74,yes
22565,2010,53360.93,yes
11777,1998,46195.2,yes
15039,1999,37028.2,yes
15098,1999,41014.61,no
7570,2002,87576.69,no
10661,2001,45588.01,yes
16859,2006,52209.64,yes
17470,2010,32798.23,yes
9382,1998,51604.09,yes
17074,2012,58161.32,yes
18749,2001,13574.33,yes
14063,2002,113795.94,yes
18621,2004,40274.33,yes
15615,2000,78975.71,no
12696,1999,52228.07,yes
18558,1999,76186.08,no
7017,2003,35912.56,yes
31169,2002,49179.12,yes
10321,2001,9622.5,yes
18804,1999,12377.95,yes
10172,2003,40411.81,yes
27925,2005,28277.0,yes
7048,1999,27937.16,yes
7353,2016,69376.83,no
10037,1999,36762.25,yes
21754,2002,7742.22,yes
13148,2010,84631.42,no
12746,2003,39696.87,yes
12718,2003,50502.81,yes
20516,2013,106194.47,no
13624,2002,36402.05,yes
15824,2009,89688.52,no
21421,2001,54564.28,yes
26997,2000,24703.07,yes
16795,2013,112936.24,no
11920,2004,45846.43,yes
13286,2001,82405.72,no
18462,2006,89266.99,no
9386,2014,44984.32,no
16725,2011,112607.71,yes
21285,2006,50946.27,yes
19719,2001,74516.88,no
11359,2007,68690.9,no
14972,2008,101698.25,yes
22961,2003,86773.06,no
13804,2006,98629.27,no
19782,2000,104821.68,no
13984,1999,51981.07,yes
11619,2009,91960.78,no
4894,2005,38380.53,yes
9634,1998,58416.2,yes
10921,2001,46214.66,yes
6098,1998,59736.55,yes
12937,2004,48636.5,no
12310,2007,103961.37,no
17713,2000,41865.68,no
15723,2000,86238.45,no
16747,2000,49593.92,yes
6989,2001,68924.52,no
14762,2007,55333.04,yes
20538,2003,55485.93,yes
10309,1999,96176.92,yes
11996,2001,66758.07,yes
15399,2004,53936.76,yes
11922,2011,31158.92,yes
11551,2003,33633.45,yes
14024,2007,30310.88,yes
11366,2007,52255.7,yes
13108,2002,71064.55,yes
18954,2011,104939.44,yes
10866,2000,60417.14,no
22239,2002,84561.84,no
9042,2009,58781.22,yes
8438,2008,97912.99,no
12990,2003,62142.9,yes
8195,2001,38125.65,yes
12746,2000,33576.69,yes
21534,2004,67246.29,no
19600,1999,85284.52,no
12489,2006,45663.04,yes
6696,1998,33560.81,yes
12438,2008,93857.82,no
26206,1999,82144.58,no
16169,2001,30021.35,yes
13064,2009,39598.96,yes
12017,2003,80259.57,no
11395,2001,59046.57,yes
10905,2003,54081.59,yes
10271,2005,27102.78,yes
11375,2010,96321.69,no
13773,1999,81688.79,yes
14235,1999,33040.43,yes
13517,2006,47011.14,no
19234,2006,49156.12,no
10130,2004,41703.46,yes
16413,2006,58287.23,yes
14600,2009,104165.58,yes
14409,1999,67137.81,yes
21520,1999,57713.59,no
18845,2006,59721.06,yes
15900,2004,31243.55,yes
15533,1998,60573.14,no
15247,2000,31899.95,yes
11587,2001,67828.85,yes
13965,1998,25533.71,yes
8790,2000,99619.68,no
23559,1999,47172.07,yes
10709,2002,48899.48,yes
17854,2013,89151.5,no
12030,2000,18979.73,yes
19543,2004,49257.62,yes
11272,2002,69398.79,yes
14756,2003,33605.05,yes
10580,2001,46580.05,yes
7698,2001,102815.79,yes
9030,2002,40366.86,yes
15182,2002,82199.43,no
12151,1998,14176.65,yes
